,term,TF-IDF
1033,ruang,0.17173163134312716
392,hadeh,0.17173163134312716
674,lingkup,0.17173163134312716
869,ngomongin,0.17173163134312716
929,paut,0.17173163134312716
1058,sayang,0.17173163134312716
1052,sangkut,0.17173163134312716
1026,ribet,0.17173163134312716
857,ngenyel,0.17173163134312716
1210,tonton,0.16919758714860458
132,benar,0.16919758714860458
1085,senang,0.16919758714860458
1030,rintih,0.16747984250190834
246,dampak,0.16747984250190834
1165,tampil,0.16747984250190834
429,hiv,0.16747984250190834
759,merajelala,0.16747984250190834
770,minoritas,0.16747984250190834
201,burukk,0.16747984250190834
452,infeksi,0.16747984250190834
1,aborsi,0.16747984250190834
491,jerat,0.16747984250190834
937,pedoman,0.16747984250190834
39,ambigu,0.16747984250190834
1228,tular,0.16747984250190834
217,case,0.16619036958286243
248,dannkata,0.16619036958286243
1188,tetap,0.16619036958286243
524,kalimat,0.16619036958286243
620,kronologi,0.16619036958286243
450,implementasi,0.16619036958286243
490,jelas,0.16619036958286243
267,dipungkiri,0.16619036958286243
1180,tentu,0.16619036958286243
1091,sesimple,0.16619036958286243
942,pen,0.16619036958286243
140,berzinah,0.16366295050883617
390,hadeeh,0.16366295050883617
648,larang,0.16366295050883617
808,muslim,0.16366295050883617
673,lingkung,0.15992541299370502
638,lampau,0.15763438113971662
195,bunga,0.15763438113971662
767,mikirin,0.15763438113971662
985,praktek,0.15763438113971662
1199,tinghi,0.15763438113971662
966,pikirin,0.15763438113971662
933,pdhl,0.15763438113971662
710,maksud,0.15596592643275028
200,buru,0.15545425476226665
151,biar,0.15545425476226665
2,absorb,0.15545425476226665
1013,reaktif,0.15545425476226665
1036,rumus,0.15545425476226665
709,maksimal,0.15545425476226665
928,patut,0.15545425476226665
256,defense,0.15545425476226665
728,masuk,0.15545425476226665
31,alangkah,0.15545425476226665
243,dalam,0.15509053886039517
763,mesti,0.15476510228923196
1128,speak,0.15203330193399528
637,lamaa,0.15203330193399528
893,nyerang,0.15203330193399528
462,iring,0.15203330193399528
149,bhkn,0.15203330193399528
533,kasus,0.15203330193399528
455,ingin,0.15203330193399528
1132,stigma,0.15203330193399528
980,polemik,0.15203330193399528
740,medsos,0.15203330193399528
1149,sy,0.15203330193399528
141,betapa,0.15203330193399528
1252,up,0.15203330193399528
1054,saran,0.14913093853786943
286,dsb,0.14913093853786943
798,multi,0.14913093853786943
211,cabut,0.14913093853786943
749,meminimalisir,0.14913093853786943
952,permedikbud,0.14913093853786943
777,mmg,0.14476707465039226
479,jakar,0.13971100571865605
848,ngasi,0.13971100571865605
269,disetubuhin,0.13971100571865605
982,polisi,0.13971100571865605
1274,walau,0.13971100571865605
181,brng,0.13971100571865605
180,bravo,0.1356838675548783
300,ego,0.1356838675548783
1266,venny,0.1356838675548783
1267,veny,0.1356838675548783
360,gigih,0.1356838675548783
991,pribadi,0.1356838675548783
992,prinsip,0.1356838675548783
719,mantaf,0.1356838675548783
414,hati,0.13416549640498704
530,karna,0.13160423501793947
1247,umur,0.13010614360658465
1201,titik,0.126355863422394
647,lapang,0.126355863422394
384,gurau,0.1143520414846109
1001,pundak,0.1143520414846109
1296,you,0.1143520414846109
347,gemeteran,0.1143520414846109
741,megang,0.1143520414846109
353,genit,0.1143520414846109
1156,syg,0.1143520414846109
322,foto,0.1143520414846109
26,aksi,0.1143520414846109
938,pegang,0.1143520414846109
683,love,0.1143520414846109
274,dmester,0.10353586006528205
1077,seluru,0.10353586006528205
775,mksih,0.10353586006528205
209,byr,0.10353586006528205
1219,ttap,0.10353586006528205
302,ekonomi,0.10353586006528205
663,lg,0.10353586006528205
1131,stengah,0.10353586006528205
601,kopit,0.10353586006528205
727,mask,0.10353586006528205
1148,swasta,0.10353586006528205
1106,situasi,0.10353586006528205
1191,thn,0.10353586006528205
164,blhlkan,0.10353586006528205
163,blhkan,0.10353586006528205
1117,smester,0.10353586006528205
1119,smseter,0.10353586006528205
999,pulih,0.10353586006528205
773,mkn,0.10353586006528205
230,cm,0.10353586006528205
162,blh,0.10353586006528205
774,mksh,0.10353586006528205
245,dalih,0.1009127488224074
29,alaikum,0.1000405912406821
378,gosok,0.1000405912406821
67,apologize,0.1000405912406821
644,lanjut,0.1000405912406821
1171,tau,0.1000405912406821
359,giat,0.1000405912406821
754,mendikbudristek,0.1000405912406821
78,assalamualaikum,0.1000405912406821
23,akibat,0.1000405912406821
1278,wassalamu,0.1000405912406821
49,anda,0.1000405912406821
553,kelamin,0.1000405912406821
1079,sembunyi,0.1000405912406821
1146,susah,0.09641796942763015
1221,tua,0.09641796942763015
202,buset,0.0
25,aklaq,0.0
1143,sunguh,0.0
1150,syah,0.0
1276,wani,0.0
1137,subtansi,0.0
203,busuk,0.0
194,bumi,0.0
206,buzzer,0.0
198,bunting,0.0
1280,watak,0.0
1153,syarat,0.0
1135,suara,0.0
1162,tai,0.0
188,buang,0.0
1242,ulama,0.0
1287,wkwkwkwkkw,0.0
79,astaghfirullah,0.0
1239,udahlah,0.0
144,betmen,0.0
1200,tipu,0.0
143,betina,0.0
1203,tmpat,0.0
137,berita,0.0
1209,tong,0.0
84,ato,0.0
86,ayah,0.0
1231,tunggang,0.0
89,ayo,0.0
131,benang,0.0
1229,tuli,0.0
92,bab,0.0
12,ahklaq,0.0
98,bacot,0.0
13,aj,0.0
106,bahaya,0.0
73,arif,0.0
1244,ulung,0.0
1285,wkwkwk,0.0
6,adem,0.0
1164,tameng,0.0
1170,tanya,0.0
177,bong,0.0
176,bom,0.0
175,bolong,0.0
1175,tegak,0.0
1176,tegas,0.0
40,ambiguitas,0.0
42,amburadul,0.0
1260,usut,0.0
1192,tiang,0.0
1182,terbit,0.0
1294,ygai,0.0
1256,usak,0.0
161,blepot,0.0
63,apalgi,0.0
65,apasalahnya,0.0
1249,universiti,0.0
1293,yes,0.0
68,apps,0.0
1255,usaha,0.0
751,menag,0.0
1134,suam,0.0
543,kebelaguannya,0.0
557,kemari,0.0
564,kerah,0.0
887,nu,0.0
886,ntah,0.0
567,kerja,0.0
568,kerudung,0.0
879,nolong,0.0
570,kesana,0.0
573,ketemu,0.0
576,khilafah,0.0
873,ngustad,0.0
585,kndorr,0.0
870,ngomongnya,0.0
867,ngk,0.0
866,ngilangin,0.0
865,ngidul,0.0
589,koar,0.0
551,kejap,0.0
541,kbnaran,0.0
212,cakap,0.0
540,kayaky,0.0
473,iyyuuhh,0.0
946,peraturnnya,0.0
481,jalnkan,0.0
482,jamah,0.0
941,peluang,0.0
487,jebak,0.0
488,jejak,0.0
931,pcr,0.0
927,patuh,0.0
496,jls,0.0
499,jngn,0.0
504,jubir,0.0
509,jurus,0.0
513,kadron,0.0
522,kalbu,0.0
527,kandung,0.0
529,karet,0.0
591,komentar,0.0
860,ngeyel,0.0
596,konservatif,0.0
599,kontroversi,0.0
694,mah,0.0
794,muhamdiah,0.0
707,makrim,0.0
711,malu,0.0
787,msh,0.0
786,moril,0.0
721,mantu,0.0
733,matang,0.0
739,mbk,0.0
768,mimpi,0.0
766,mhn,0.0
742,meindungi,0.0
761,mertua,0.0
745,mem,0.0
758,menteri,0.0
756,menghlalkn,0.0
755,mendikbut,0.0
689,ma,0.0
685,lulus,0.0
806,murah,0.0
844,ngalor,0.0
855,ngeles,0.0
603,koplk,0.0
611,kota,0.0
612,kowe,0.0
850,ngaur,0.0
615,krg,0.0
618,kritik,0.0
639,lancar,0.0
810,musti,0.0
645,lantang,0.0
834,negativ,0.0
830,naudzubillah,0.0
657,lelaki,0.0
659,lenceng,0.0
661,lenyap,0.0
664,lgbt,0.0
472,iyahh,0.0
471,iya,0.0
470,ite,0.0
1060,sebab,0.0
1094,sexsual,0.0
268,disamain,0.0
1089,serap,0.0
1087,senonoh,0.0
1086,seng,0.0
1082,sempurna,0.0
277,dngan,0.0
1080,semi,0.0
1076,selingkuh,0.0
293,duo,0.0
296,ecchi,0.0
1069,sekoi,0.0
306,enas,0.0
308,endut,0.0
1065,segel,0.0
1064,sedih,0.0
1063,sedia,0.0
266,dimna,0.0
265,diknasristek,0.0
1097,sikap,0.0
1118,smpe,0.0
1129,spt,0.0
218,cebong,0.0
220,cek,0.0
222,cendana,0.0
1122,so,0.0
235,contoh,0.0
236,cucu,0.0
1116,smartphone,0.0
264,difikiran,0.0
1112,slb,0.0
1109,skrg,0.0
1107,sj,0.0
255,deal,0.0
257,deh,0.0
260,dhohirnya,0.0
1100,simak,0.0
309,erti,0.0
324,fungsi,0.0
459,inti,0.0
1056,saw,0.0
995,proses,0.0
994,prosen,0.0
993,pro,0.0
990,pria,0.0
418,hentai,0.0
420,hersubeno,0.0
987,prermpuan,0.0
424,hihihi,0.0
425,hikal,0.0
426,hilang,0.0
428,hirau,0.0
444,idiot,0.0
974,pki,0.0
445,ihlas,0.0
971,piro,0.0
457,insaallh,0.0
458,install,0.0
996,prostitusi,0.0
415,hayo,0.0
409,harysnya,0.0
350,genderasi,0.0
326,gadis,0.0
1048,sampean,0.0
1047,sampe,0.0
1046,sampah,0.0
1045,sam,0.0
339,gausah,0.0
341,gebukin,0.0
357,geser,0.0
1004,putih,0.0
362,gilir,0.0
1024,revolusi,0.0
371,goa,0.0
1022,resmiin,0.0
377,goreng,0.0
1018,remi,0.0
1010,rame,0.0
1025,rialita,0.0
