enggak;g
kayak;kyk
tembem;tembemmm
lucu;lucuuuuuuuuuu
bunda;bundaaa
pengin;pngn
mencubit;nyubitt
hai;hay
yang;yg
jelas-jelas;jls2
super;supeer
sampai;sampe
sekarang;sekrang
"benar-benar;bener"""
banget;bgt
terima kasih;mksh
sudah;udah
kasih;ksh
jadi;jd
enggak;gak
terima kasih;mksh
yang;yg
inginkan;inginkn
bersama;brsma
laki-laki;laki2
yang;yg
meninggalkan;ninggalin
menyesal;nyesel
sampai;ampe
pasti;pst
ini;inni
apa;appa
belum;blm
hayo;hayooo
tetap;ttp
adem;adyem
keluar;kluar
yang;yg
memfitnah;mitnah
enggak;gk
langsung;lgsg
cantiknya;cantiknyaaaaa
saja;ajah
nih;nie
tembam;tmbm
tapi;tpi
tetap;ttp
cantik;cntik
cantik;cantix
saja;z
segar;seger
banyak;bnyk
sih;c
yang;yg
keriput;kriput
enggak;g
jelek;jelex
enggak;g
mengurus;ngurus
darimana;drmn
"laku-laku;laku"""
yang;yg
"orang-orangnya;orang""nya"
juga;jg
pada;pd
kasihan;kacian
enggak;ngak
diladeni;diladenin
entar;tar
yang;yg
capek;cape
juga;jg
memancing-mancing;mancing2
saja;aja
pakai;pake
diam;diem
tetap;tetep
aku;ak
di;d
begitukan;gituin
lagi;lg
padahal;pdahal
banget;bgt
melupakan;lupain
di;d
banget;bgt
kalo;klo
ingat;inget
lagi;lg
eh;eeeeh
"benar-benar;bner"""
mengingatkan;ngingetin
ke;k
tapi;tp
saja;ajja
seperti;sperti
dulu;dlu
jangan;jngan
terpancing;kpancing
melakukan;lakuin
begitu;gtu
cuma;cma
cari;cri
sebenarnya;sbenernya
bikin;bkin
yang;yg
enggak;gk
banget;bgt
kalo;klo
mah;mh
enggak;ga
yang;yg
benar-benar;bnr2
kasih;ksih
cuma;cma
gue;gw
yang;yg
merasa;ngerasa
cantik;cantiiik
memikirkan;mikirinnn
tetap;tetep
yang;yg
sayang;syang
maaf;mf
ya;y
mbak;mb
enggak;gak
gue;w
kalo;klo
benar;bnr
dengan;dgn
"diam-diam;diam"""
bawa;bw
pasti;pst
ini;ni
kalo;klo
sampai;sampe
ke;k
akan;akn
mengalahkan;mengalahkn
yang;yg
lagi;lg
sekarang;skrg
jadi;jd
lagi;lg
ya;yaa
iya;iyaa
menyindir;nyindirin
terus;trus
mengambek;ngambek
ini;nee
indak;ndak
semua;smua
teman-teman;temen2
kelakuan;klakuan
tapi;tp
mereka;merka
enggak;ga
mengomong;ngomong
atau;atw
teman;temen
yang;yg
enggak;gak
dengan;dgn
tapi;tp
kalo;klo
dengan;dgn
cuma;cm
saja;aja
masih;msh
banyak;byk
teman;temen
yang;yg
lain;laen
maksudnya;mksdx
sahabat;shabat
yang;yg
jika;jk
berbuat;brbuat
salah;slh
tapi;tp
kalau;kl
sama-sama;sm2
memberi;mmberi
nama;nm
bukan;bkn
sahabat;sbhabat
tapi;tp
penjerumus;pnjerumus
harus;hrs
bisa;bs
membedakan;bedain
mana;mn
yang;yg
teman;tman
sahabat;shbat
dengan;dgn
melakukan;melakukn
maksud;mksud
saya;sya
percaya;percya
yang;yg
seorang;seorg
berkeluarga;berkluarga
senang;seneng
kan;kn
kalo;klo
lihat;liat
rumah;rmh
kalian;klian
dalam;dlm
siapa-siapa;siapa2
yang;yg
foto;fto
tertipu;ketipu
"laki-laki;laki"""
enggak;gak
sempat;sempet
yang;yg
mengait-ngaitkan;mengait2kan
tahi;taik
nyinyir;nyir2
menggosipkan;gosipin
orang;org
enggak;gk
terbukti;trbukti
yang;yg
ini;nie
mudah-mudahan;mudah2an
dapat;dpt
tahi;tai
yang;yg
tidak;tdk
dengan;dgn
jangan;jgn
di;d
selalu;sllu
kaya;kya
sendiri;sendri
tetap;ttp
benar;bener
banget;bgt
bentar;bntar
lagi;lg
juga;jg
cepat;cepet
terbongkar;kebongkar
kamu;km
kamu;kmu
banget;bnget
duh;duuuhhh
banget;bgt
cewek;cwe
menembak;nmbk
cowok;cwo
gue;gw
dengarkan;dengerin
begitu;gitu
enggak;gakkk
yang;yg
menyanyikan;nyanyiin
ah;ahh
ya;yaa
tuh;tuch
ampun;ampunnnnn
gila;gokil
habis;abiiiiisssss
tapi;tp
juga;jga
sayang;syg
tikung-tikung;tikung2
entar;ntar
sama;ma
cowok;cwok
cantik;cantikk
banget;bangedd
astaga;wuastagah
beda;bedaaa
jauh;jaoooh
mati;mateeeeeeeeeeee
persis;parsis
dengan;dg
jangan;jngn
sumpah;sumpeh
kakak;kk
juga;jg
ya;yaa
memang;emang
banyak;byk
yang;yg
kayak;kek
benar;bener
ya;yak
banget;bgt
dong;donk
jadi;jd
iya;iyh
kak;k
kemana;kmana
enggak;ga
tetap;tetep
saja;aja
lo;elo
kayak;kyk
sekali;skali
ibu-ibu;ibuk2
cantik;cantiqs
banget;bangetttttttt
gemas;gemes
kecil;kecik
sampai;smpai
enggak;nggak
tapi;tp
tetap;tetep
yang;yg
enggak;ga
teteh;tetehh
berasa;brasa
dari;dr
sudah;udh
banget;bgt
enggak;ga
karena;krn
sudah;udah
benar-benar;benar2
yang;yg
terlihat;trlihat
bahwa;bhw
memberikan;mmberikan
untuk;utk
dan;dn
dalam;dlm
kehidupan;khidupan
keluarga;kluarga
banget;bnget
jadi;jdi
seperti;srpti
yang;yg
dinamakan;dinamakn
orang;org
yang;yg
pasti;pst
senang;seneng
banget;bgt
lihatnya;liatnya
yang;yg
saja;ja
enggak;gak
sama;ma
padahal;pdahal
orang;org
melulu;mlu
sebegitu;sgtu
yang;yg
pasti;paati
tahu;th
yang;yg
juga;jg
keluarga;kluarga
jangan;jng
kutu;kutuu
setelur-telurnya;setelur2nya
yang;yg
banget;bgt
kalo;kl
keluarga;kluarga
ini;ni
senang;seneng
banget;bgt
deh;dech
senang;seneng
banget;bgt
lihatnya;liatnya
aku;ak
yang;yg
kehadiran;khadiran
dalam;dlm
keluarga;kel
dengan;dg
serta;srta
di;d
tambah;tmbah
kecil;kcil
cantik;cntik
memberi;mmberi
keberkahan;kberkahn
kebahagiaan;kbahagiaan
semoga;smoga
tentram;tntram
bersama;brsama
keluarga;kel
hingga;hngga
kalo;kl
ada;ad
yang;yg
berpendapat;brpndapat
menilai;mnilai
terutama;trutama
jangan;jgn
di;d
hiraukan;hiraukn
diamkan;diamkn
saja;sj
harusny;hrsny
mereka;mreka
bersyukur;brsyukur
ini;in
memberikan;mmberikn
untuk;utk
di;d
rasakan;rasakn
di;d
untuk;utk
cari-cari;cari2
kesalahannya;kesalahanny
kekurangannya;kekuranganny
seandainya;seandainy
yang;yg
sudah;sdh
itu;it
terutama;trutama
tiba-tiba;tiba2
matanya;matany
karena;krn
perasaannya;perasaanny
enggak;gak
memilih;milih
suka;sukak
banget;bgt
lihat;liat
memang;mmg
enggak;gk
salah;slh
ya;yaa
adek;dede
yang;yg
diindonesia;diindonesis
senang;seneng
lihatnya;liyatnya
kaya;kayahhh
yang;yg
benaran;beneran
itu;tu
orang;org
tahi;tai
gue;gw
harus;hrs
ala-ala;ala2
ala-ala;ala2
indonesia;indo
kakak;kk
menonton;nonton
yuk;yook
yuk;yoookkkk
sih;siihh
elus-elus;elus2
asli;asliiiii
menonton;nonton
aduh;aduuhhhh
bawa perasaan;baper
ya;yha
yang;yg
enggak;engga
ampun;ampuuun
yang;yg
mengatai;ngatain
belum;belom
mengaca;ngaca
mengomong;ngomong
diajari;diajarin
banget;bgt
yang;yg
mengatai;ngatain
mendengarkan;dengerin
enggak;gk
sampai;sampe
ya;yaaa
lihat;liat
menghina;ngehina
begini;gini
lucu-lucu;lucu2
mengatai;ngatain
di;d
rumah;rmh
enggak;ga
banget;bgt
mengatai;ngatain
enggak;ga
padahal;padahl
kenapa;knp
kasihan;kasian
enggak;ga
doang;doank
tapi;tpi
kasihan;kasian
sudahlah;udahlah
banget;bgt
menjelekkan;jelekin
orang;org
orang;org
yang;yg
mengatai;ngatain
kayak;kek
begitu;gitu
enggak;nggak
mengaca;ngaca
dikatai;dikatain
kayak;kek
orang;org
mengatai;ngatain
orang;org
betul;btul
itu;tu
mereka;mrk
bagaimana;gimana
enggak;ga
di;d
sekolahkan;sekolahin
astaga;astagaaaa
anak;ank
enggak;gak
orang tua;ortu
"kecil-kecil;kecil"""
dah;da
jadi;jd
jangan;jgn
karena;karna
kalo;klo
dari;dr
dong;donk
yang;yg
"keren-keren;keren"""
mengomongnya;ngomongnya
enggak;engga
kejahatan;kejahatn
bahwa;bhwa
salam;slam
mengatai;ngatain
melewati;ngelewati
enggak;gak
ya;yaaaa
kalau;kalu
kalau;kalu
jangan;jngan
merendahkan;ngerendahin
menyalahkan;nyalahin
apalah;apaalahh
enggak;gak
merasa;ngerasa
enggak;ga
di;d
kalo;klo
tanpa;tnp
menyebut-nyebut;menyebut2
hanya;hny
sama;sm
tapi;tp
juga;jg
apa;ap
yang;yg
saya;sy
tidak;tdk
kalo;klo
di;d
di;d
sebagai;sbg
orang tua;ortu
harus;hrus
jangan;jgn
yang;yg
salah;slh
kalo;klo
begitu;bgtu
enggak;ga
yang;yg
benar;bener
yang;yg
salah;slh
yang;yg
kamu;kmu
enggak;gak
menyangka;nyangka
kamu;kmu
sudah;udah
jangan;jngan
saya;sy
kemarin;kmrn
nya;na
bukan;bkn
untuk;utk
tapi;tp
untuk;utk
yang;yg
di;d
lagi;lg
yang;yg
minta;mnt
seperti;sprti
sama;sm
kita;kiya
saja;aja
enggak;gak
mengaca;ngaca
enggak;gak
ya;yah
sampai;smpe
enggak;ga
yang;yg
sampai;sampe
banget;bgt
enggak;ga
mirip;miriiiiip
dirimu;dirimuuu
yang;yg
sudah;udh
cantik;cantiik
amin;aamiin
pakai;pake
begini;gini
amin;amiiiiinnn
besok;bsk
dibeginikan;diginiin
begini;gini
ya;yaah
yoi;yoiiu
ya;yaaa
semuanya;semuanyaaaa
tapi;tp
ya;yaa
semoga;smg
cepat;cpt
menyusul;nyusul
ya;yah
artis-artis;artis2
yang;yg
sukanya;suka.a
jadi;jdii
ikut-ikutan;ikut2an
nih;ni
belanja;blnja
di;d
foto;fto
sama;sma
barangnya;brangnya
"sama-sama;sama"""
bagus;bgus
juga;jga
bagus;bgs
banget;bngt
hidup;hdp
kakak;kk
kalau;lw
ada-ada;ada2
saja;aja
yang;yg
menimpuk;nimpuk
enggak;ga
gara-gara;gara2
merekomendasikan;rekomendasiin
habis;abiss
temannya;temennya
enggak;gk
tapi;tp
tidak;tdk
perlu;prlu
lagi;lg
karena;karna
ya;yaa
gue;gw
coy;coyyy
enggak;gk
tidak;tdk
perlu;prlu
lagi;lg
suaranya;suaranyaa
dengar;denger
banget;bgt
jangan;jgn
yang;yg
benar;bener
sudah;udh
mengurusi;ngurusin
hidup;hdup
orang;org
saja;aja
yang;yg
baik-baik;baik2
kalo;klo
membela;belain
karena;krn
keluarga;kluarga
yang;yg
saja;aja
menjalani;jalanin
hidup;hdup
enggak;gk
di;d
yang;yg
jangan;jnagn
entar;tar
gue;gw
sama;sma
tapi;tp
gara-gara;gara2
gue;gw
kecewa;kcwa
sudah;udah
yang;yg
banget;bgt
sekarang;skrg
jaman-jaman;jaman2
sama;sm
dulu;dlu
sok-sokan;sok2an
dekat-dekati;dket2in
jadi;jd
coba;cobak
deh;dehh
pasti;psti
masih;msh
beritanya;britanya
eh;ehhh
hilang;ilang
tau-tau;tau2
pacaran;pcrn
sama;sm
terus;trs
mah;mahh
memang;emg
enggak;g
tetap;tetep
mengatai;ngatain
sih;sii
yang;yg
terlalu;trlalu
sebagai;sbg
jaman;jamam
sekarang;skrg
orang;org
yang;yg
orang;org
yang;yg
begini;gini
ya;yaaa
untuk;utk
tetap;tetep
ya;yaa
mendengarkan;dengerin
saja;aja
yang;yg
sama;sma
yang;yg
enggak;ngga
membela;ngebela
siapa-siapa;siapa2
kok;kog
para;paraa
seharusnya;seharusny
berpikir;berfikir
dasar;dasaar
enggak;ngk
berguna;bergunaa
mulutnya;mulutnyaaa
punya;pnya
teman;tmen
kok;ko
pada;pda
menusuk;nusuk
dari;dr
belakang;blkng
sudah;udah
menyindir;nyindir
sama;ama
tapi;tp
saja;aja
sama;ama
si;s
pada;pd
kecewa;kcewa
lucu;lucuk
jadi;jd
enggak;gk
enggak;gak
menusuk;mnusuk
dari;dri
belakang;blkang
tapi;tp
memang;emang
langsung;lgsg
jadi;jd
siapa;syp
yang;yg
munafik;muna
suka;sukak
sama;ma
sekarang;skrg
enggak;gak
gara-gara;gr2
menembak;nembak
dari;dri
belakang;blkng
saja;aja
yang;yg
termanis;trmanis
ya;y
kurang;krng
terima kasih;mksh
menembak;nembak
kasihan;kaciiaann
sudah;uda
sok-sokan;sok2an
mencela;nyela
orang;org
sendiri;sndiri
banget;bgt
menyindir;nyindir
jangan;jgn
pakai;pake
begitu;gtu
kali;keles
lagi;lg
teman;temen
enggak;ga
benar;bener
membela;belain
ingat;inget
mengomong;ngomong
menjilat;ngejilat
enggak;ga
ya;yaah
begitu;gtu
ya;yak
enggak;gk
ingat;inget
yang;yg
sama;sm
bagaimana;gimana
jangan;jgn
dong;donk
entar;ntar
ya;y
saya;sy
bisa;bs
yang;yg
nya;ny
halo;hallooo
dekati;deketin
banget;baget
hai;hy
kakak;kk
kamu;km
halo;hallooo
tahi;tayik
enggak;ga
lihat;liat
halo;halooo
ustazah;ustzah
kalo;klo
halo;halow
juga;jga
yang;yg
mana;mn
pol;poooolllll
cantik-cantik;cantik2
tahan;tahannn
cantik;cuantik
banget;bgt
enggak;ga
banget;bngt
kalo;klo
lihat;liat
kamu;kmu
kayak;kyk
begini;bgni
aduh;aduhh
banget;bangetttt
juta;jt
yang;yg
enggak;ga
perlu;prlu
pakai;pke
aduh;aduuh
enggak;gak
tapi;tp
bisa;bs
cuma;cm
kalo;klo
juga;jg
untuk;utk
menyimpan;nyimpen
mengarsipkan;ngarsipin
memang;emang
cuman;cman
eh;ehh
menyarankan;nyaranin
pengin;pingin
parah;parahh
begitu;gituuuuu
ada;ad
bisa;bsa
kaya;kyy
begitu;gitu
ya;y
kakak;kk
kangen;kangenn
banget;bangett
kangen;kgn
banget;bgtttt
kangen;kangenn
ya;yaa
kangen;kngn
banget;bgt
yang;yg
dulu;dlu
kok;kq
sekarang;skrg
yang;yg
sudah;udh
banget;bgt
sama;sma
menyesak;nyesek
pengin;pngn
dulu;dlu
kangen;kangeen
lihat;liat
yang;yg
bukan;bkn
rindu;rinduuuuuuu
kangen;kangennnn
kangen;kangenn
berdua;b2
begini;bgini
lucu;lucuuu
banget;bgt
kangen;kangeeeennn
sama;sm
kalian;klian
moga;mg
besok;bsok
bagus;bgus
bisa;bs
jadi;jd
amin;aamiiiiinnn
gemas;gemezzzz
banget;bgt
memang;mang
berdua;ber2
kangen;kangennnnnn
kangen;kangennn
banget;bgt
kalian;klian
parah;prh
juga;jg
ya;y
bakat;bakattt
pintar;pinter
banget;bgt
banget;bet
napsu;napsuu
banget;bgt
lucu;lucuuu
enggak;gak
mau;mauu
menggemaskan;gemesin
enggak mau;gmau
lucu;luccu
eh;ehh
mengesalkan;ngeselin
perasaan;prasaan
bagaimana;gmna
enggak;gak
lahir;lahirr
karena;karna
aku;aq
aku;aq
kayaknya;kyknya
enggak;g
menjelekkan;jelekin
mengingatkan;ngingetin
kalo;klo
jadi;jd
yang;yg
sama;ma
setuju;setujuuuu
jadi;jd
sering-sering;sering2
untuk;tuk
orang;org
kalo;klo
orang;org
dulu;dlu
enggak;g
mantap;mantappp
benar;bnr
cemen;ceemen
banget;bgtt
enggak;ga
menyindir;nyindir
mengakak;ngakak
baca;bc
benar;bener
"sembunyi-sembunyi;sembunyi"""""
dan;dn
yang;yg
dari;dri
yang;yg
untuk;utk
dari;dri
sekarang;skrnh
cerdik;cerdiik
juga;jg
jenius;jeniuss
sip;sipp
kurangi;kurangin
benar;bener
banget;bangettt
nih;neh
makin;mkin
saja;aja
kak;k
makin;mkin
keren;kreen
bisa;bsa
anak;ank
ya;yah
selalu;s'lalu
selamat;met
selamat;met
banget;bingitt
mau;mauuuuuu
enggak;gak
boleh;blh
minta;mintk
enggak;gk
kaya;kya
mencolong;nyolong
kamu;km
memang;emg
dong;donk
selalu;sllu
panjang;pnjng
pasti;psti
selalu;slaluuuuu
kang;kanggggg
semoga;smoga
semoga;smoga
di;d
rezekinya;rezeqinya
pintar;pintr
anak;ank
dek;dekk
aku;aq
mau;maw
mengakak;ngakak
anjir;njirr
jadi;jdi
kura-kura;kura2
jadi;jdi
edan;edaaann
gue;gw
menempel;nempel
yang;yg
sudah;udah
enggak;ga
banget;bangettttt
hati;hatiiii
suka;sukkaa
suka;sukaa
suka;sukaaa
sama;sm
lucu;luuuucuuu
cantik;caantiiik
lucu;lucuuu
kakak;kaka
mendapatkan;dapetin
produk;prodak
enggak;ga
terima kasih;trims
ya;yah
lucu;luucuuu
banget;bngt
mengambek;ngambek
lucu;lucuuu
cantik;cantikk
banget;bgt
cantik;cantikk
hanya;hnya
putih;putihh
yang;yg
loh;lohh
enggak;ga
yang;yg
enggak;ga
"terus-terusan;terus""an"
sih;sihh
entar;ntar
menyesal;nyesel
loh;lohh
gemas;gemez
ya;yah
lucunya;lutuna
banget;bnget
banget;bgt
sih;siiih
gemas;gemes
yuk;yuu
gemas;gemes
ternyata;ternyataa
rekomendasikan;rekomendasiin
cantik;cantikk
pol;pollll
sekali;sekaliiii
ya;yaaa
enggak;ga
mempedulikan;peduliin
orang;org
komentar;komntr
saja;aj
macam;mcm
yang;yg
kakak;kk
harus;hrus
semangat;smngat
dosanya;dosax
pahalanya;pahalax
kakak;kk
yang;yg
saya;sy
dengan;dgn
kakak;kk
orang;org
di;d
akhirat;akhirt
karena;krn
langsung;lgsung
dari;dr
kita;qt
tinggalkan;tinggalkn
rumah;rumh
tanpa;tnpa
maka;mk
dosanya;dosax
enggak;ga
bisa;bs
terhitung;trhtung
lagi;lg
kakak;kk
cantik;cantikkkkk
banget;bget
teteh;tteh
nya;naaaa
adem;ademmm
lanjutkan;lanjutin
aku;akuu
suka;sukaa
banget;bangett
sama;samaa
kakak;kaka
sudah;udh
cerdas;cerdass
cantik;cantikk
lagi;lagii
pakai;pake
hijab;hijabb
tambah;tambahh
pol;polll
cantiknya;cantiknyaa
cantik;cantikk
kak;kaa
kak;kaa
didengarkan;didengerin
kak;kaa
dulu;dlu
mantap;mantapppppp
kalo;kl
belum;blm
bisa;bs
waktu;wktu
merespons;ngerespon
yang;yg
teh;tehh
diamkan;diemin
ah;ahh
yang;yg
dulur;dulurrr
teteh;tetehh
selalu;slalu
berusaha;brusaha
memahami;pahamin
kalo;klo
yang;yg
lebih;lebh
karena;krna
allah;alloh
semoga;smoga
selalu;slalu
amin;aminn
amin-amin;amin2
sama;sm
yang;yg
kasih;ksh
positif;positippp
harus;hrs
semoga;smg
yang;yg
kita;qta
untuk;utk
sekarang;skrg
yang;yg
jauh;jauuhhh
lebih;lbh
lagi;lg
semangat;semangatt
terus;trs
senang;sneng
lihat;liat
kak;k'
berhijab;brhjb
mudah-mudahan;mdh2n
bisa;bsa
salamnya;slmnya
kak;k'
amin;amiiin
jilbab;jlbb
semoga;dempga
selamanya;selmnya
pakai;pke
teteh;tth
amin;aamiin
otot-otot;otot2
dengan;dgn
lengket;lengkeeett
cantik;caaannnttiikkk
banget;bgt
pakai;pake
wah;wahh
kemarin;kemaren
kak;kaaa
suka;sukaaaa
banget;bgt
cantik;cantikkk
jangan;jgn
ya;y
tambah;tmbh
terus;trusss
kakak;kk
kakak;kk
begini;gn
sama;sm
adem;ademm
apalagi;apalagiii
pas;passs
begini;beginii
satu;satuu
sudah;udh
lah;lahh
cantik;cuantek
banget;bgt
akur;akuuuur
jadi;jd
sama;sm
keren;kerennnn
ini;iniehh
banget;bangettt
deh;dehhh
begitu;bgtu
sayangnya;sayangx
enggak;gk
jadi;jd
jodohnya;jodohx
bagaimana;bgmn
lagi;lg
kalian;kaliaan
sama-sama;sm2
hasilnya;haslnya
setelah;stlh
sekarang;skrng
aku;ak
kencang;kencng
juga;jg
kakak;kk
banget;bgt
terus;trus
sama;sm
kakak;kk
jangan;jgn
bunda;bundaa
kalau;klu
laki-laki;laki2
begitu;bgitu
masih;msh
jangan;jng
karena;krn
nih;neh
keluarga;kluarga
pembantu;pmbantu
yang;yg
ya;y
enggak;gg
menahan;nahan
memang;emng
semoga;smga
kembali;kmbl
ada;ad
kembali;kmbali
kepada;kpd
amin;amiiiin
baru;bru
cocok;cuchook
klop;kloop
sempurna;sempurnaa
senang;sneng
banget;bnget
ini;inii
keluarga;klrga
kayak;kyk
dulu;dlu
kelihatan;klihatan
cintanya;cintax
begitu;bgtu
sama;ma
penuh;pnuh
sekarang;skrg
enggak;g
mengerti;ngrti
lagi;lg
apa;ap
artinya;artix
semoga;smoga
lagi;lg
terlalu;trlalu
untuk;untk
"mudah-mudahan;mudah""an"
dapat;dpt
yang;yg
lebih;lbh
"segala-galanya;segala""ny"
dari;dr
mantannya;mantanny
yang;yg
ya;y
orang;org
pasti;pst
jodohnya;jodohny
orang;org
juga;jg
anak-anaknya;anak2nya
semoga;smoga
dapat;dpt
yang;yg
amin;amiiin
cocok;cocokkk
cantik;cantk
itu;ituuu
enggak;gak
menyesal;nyesel
senang;seneng
melihat;ngeliat
enggak;gk
tidak;tdk
enggak;gk
kenapa;knpa
kasihan;kaasian
semua;smua
dapat;dpt
laki-laki;laki2
tapi;tp
padahal;padhl
"anak-anak;ank"""
di;d
pikirkan;pkrin
kan;kn
anaknya;anakx
yang;yg
menjaga;jagain
jangan;jngan
sia-siakan;sia2kan
kalian;klian
masih;masi
jadi;jdi
pengin;pgn
mau;mauu
wow;wowww
nah;naaahhh
kamu;km
belum;blm
belum;beluumm
sayangku;sayangggq
besok;bsk
wow;woow
keren;kreean
banget;banger
cie;ciiieee
cie;cieee
cie;cieeee
berenang;berenanh
yuk;yuuk
yuk;yukk
pacar;pacarr
ku;kuu
pengin;pen
banget;bingitss
besok;besokkk
anjir;anjirrrr
jadi;jdi
pacaran;pcrn
banget;bngt
enggak;gk
anjir;annnnjjjjjjrrrr
berapa;brp
deh;dehh
melihati;ngeliatin
orang;org
termasuk;trmasuk
anak-anak;anak2
terlalu;trll
mengumbar-umbar;ngumbar2
berdua;brdua
romantis;romantiss
banget;bgt
cie;ciee
cocok;cocook
sayang;syg
lucu;lucuuuuuuuu
sayang;yank
lucu;lucuuuuu
kan;kaaaaaann
nya;nyaaaaaaa
langsung;lgs
yang;yaang
enggak;ga
mengeluarkan;ngeluarin
lagi;lagiiii
banget;bangedt
banget;bgt
dah;dahh
anjir;njir
banget;bgt
gede;gde
banget;bgt
begini;gn
lucunya;lutunaaa
banget;bgt
bikin;bikinnn
ke;keee
bungkus;bungkuuussss
banget;bgt
pengin;pngn
punya;pnya
kayak;kyk
lucunya;lucux
lucu;lucuu
gemas;gemes
lucu;lucuu
bentar;bntr
lagi;lg
jangan;jgn
banget;bgt
sih;c
gemas;gemesss
banget;bangettt
ya;yaa
banyak;buanyaaak
amin;aaamiiinnn
amin;aamiin
amin;aaamiiin
amin;aamiin
mantap;ntap
abangnya;abgnyaah
abang;abg
mungkin;mungkiin
aku;akuhh
amin;amiin
pasti;pastii
foto-foto;foto2
yuk;yukkk
banget;bgt
melihat;ngelihat
lebih;lbh
mantap;manteb
hidup;hiduupppp
orang;org
lucu-lucu;lucu2
ya;yak
tebal;tebel
banget;bgt
bukan;bkn
orang;orng
menanggapi;nganggepin
menanggapi;nganggepin
tetap;ttp
"mentang-mentang;mentang"""
enggak;gk
kaya;ky
najis;najiss
mengharap;ngarep
lagi;lg
gue;gw
jangan;jgan
gue;gw
pejabat;perjabatt
yang;yg
baik;baikk
tapi;tp
orang-orang;org2
cuma;cm
kenapa;knp
makanya;makany
jangan;jngn
banget;bangettt
semangat;semngat
benar;benneeeeeerr
percaya diri;pede
malas;males
sama;ama
pekerjaan;krjaan
penting;pnting
juga;jga
bukan;bkan
kadang;kdng
kadang;kdang
kanan;knan
kadang;kdng
tidak;tdk
begini;ginii
mengaca;ngaca
merasa;ngerasa
ngeri-ngeri;ngeri2
"mentang-mentang;mentang"""
anaknya;anak'y
sudah;udh
terkenal;trknal
saja;ajah
enggak;gak
"begitu-gitu;gtu"""
kalo;klok
orang;org
yang;yg
ya;yaa
amin;aamiiiinnnnn
iya;iyaa
keren;kerenn
nanti;nnti
kamu;kmu
kayak;kek
begitu;gtu
juga;jg
berapa;brpa
kaya;ky
kemarin;kmren
banget;bgt
juga;jg
kasih;ksh
keren;kerenn
kan;kannn
pengin;pengennnn
kan;kann
iya;iyaa
keren;kerenn
pengin;pengen
tapi;tp
dulu;dlu
banget;bgt
sama-sama;sama2
memang;emg
gue;guw
jadi;jd
cocok;ccok
ih;ihh
sebenarnya;sbnrny
lebih;lbh
juga;jugaaa
iya;iyaaa
padahal;pdhal
banget;bgt
padahal;pdhal
jadi;jd
begitu;gituh
banget;bgt
banget;bgt
ya;yaaa
banget;bngett
enggak;g
setuju;stuju
dapat;dpt
banget;bgt
kalo;kl
jadi;jd
banget;bgt
sama;sma
enggak;gk
sip;siiiiiiippppppppp
selalu;selaloe
mau;mauuuu
dong;donggg
banget;bgt
beruntungnya;beruntungnyaaaa
ini;inii
dari;dr
dulu;dlu
kalo;klo
sama;sma
banget;bngtttt
banget;bngtttt
soalnya;soal'y
semoga;smga
terus;trs
ya;y
banget;bgt
sudah;udh
perhatian;prhatian
jadi;jd
pula;pulak
hebat;hebaat
lah;lahh
banget;bgt
sama;ma
ini;inih
ampun;ampunn
gue;gueeeee
mbak;mbk
banget;bnget
sama;sma
mengiri;ngiri
lihat;liatt
gih;gehh
anaknya;ankknyaaa
banget;bgt
sudah;udah
lihat;liat
banget;bgt
banget;bgt
sama;ma
sayang;syg
centilnya;centilnyaaaaaa
gemas;gemesshzzzzhzzhzhzhsjssjs
banget;bgtt
mengaca;ngacaaa
dia;diaaa
gemas;gemes
banget;bgt
jadi;jd
pengin;pngn
ketemu;ktmu
banget;bgt
anjir;jirr
banget;bgt
dah;dahh
kaya;kayaa
begitu;gt
ya;yaaa
cempreng;cempreeng
centil;centillll
pacaran;pcran
banget;bnget
banget;bgt
sama;ama
banget;bgt
juga;jugak
juga;jg
dulu;dlu
pengin;pengen
mantap;mantep
banget;anedh
ampun;ampyunnnn
boro-boro;boro2
memang;emg
bukan;bkn
tapi;tp
suka-suka;suka2
memang;emg
nyata;nyta
kampungan;kampungn
lagi;lg
baru;bru
jadi;jd
saja;j
dah;dh
begitu;gt
mana;mna
jangan;jgn
pakai;pkai
kalau;klw
menghina;mnghina
orang;org
dari;dri
mengolok;ngolokin
orang;org
mengurus;ngurusin
belum;blum
benar;bener
mengurusi;ngurusin
"syirik-syirik;syirik"""
benar;bener
bang;bng
sudah;ud
enggak;gk
tahan;than
lagi;lg
dasar;dsr
sirik;siriik
itu;ituu
mampu;mampuuu
orang;org
mau;mo
lebih;lbh
kalo;klo
aku;aq
yang;yg
kamu;km
kan;khan
ku;q
selalu;slalu
kamu;km
dengan;dgn
ku;q
jadi;jd
pengin;pngen
kaya;ky
aduh;aduuhh
cemburu;cemburuu
ke;k
aku;aq
banget;bangettt
cocok;cucok
banget;bingitzzzz
mengharap;ngarep
banget;bget
tolong;tlog
juga;jga
apasih;apasihhh
pada;pda
sirik;sirikk
sama;sma
sampai;smpe
enggak;gk
kali;kalii
kalian;kaliann
dibanding;dbnding
sama;sma
neraka;nrka
pada;pda
mengurusi;ngurusin
orang;org
sendiri;s3ndiri
jangan;jgn
mendengarkan;dngerin
yang;yg
penting;pnting
tetap;ttep
semangat;smangat
orang tua;ortu
kakak;kk
yang;yg
banyak;bnyk
membahagiakan;bhgiain
kedua;kdua
orang;org
kakak;kk
